CustomerID,Recency,Frequency,Monetary,Monetary_log,Cluster
12506,69,1,73.5,4.310799125385514,
12507,135,1,446.16,6.102916472402125,
12509,121,1,176.5,5.178970608915471,
12510,162,1,681.05,6.525102968939129,
12514,104,1,1017.68,6.926262950537876,
12515,190,1,383.7,5.95246380975825,
12516,17,1,583.2,6.37024338995364,
12517,27,1,766.95,6.643724626861637,
12520,41,3,1697.56,7.437536112263733,
12523,89,4,500.19,6.216985270707943,
12524,41,5,2833.38,7.949578497359277,
12527,131,2,284.92,5.655712051411118,
12528,113,2,771.66,6.6498391070666685,
12530,70,2,805.0,6.692083742506628,
12535,23,1,371.45,5.920102800622285,
12539,99,3,4517.69,8.415977407810622,
12540,23,7,6502.5199999999995,8.780098847766231,
12541,10,2,536.14,6.286258768165544,
12545,96,1,628.15,6.444369702037977,
12547,34,2,207.79999999999998,5.341376856008484,
12548,3,1,95.19999999999999,4.566429357671661,
12551,194,1,168.0,5.1298987149230735,
12553,41,5,1734.62,7.459119977250289,
12557,93,3,4854.62,8.4878920759706,
12559,147,2,561.71,6.33276439774036,
12561,139,1,238.85,5.480013727948073,
12562,13,2,955.23,6.862998469889344,
12564,98,1,456.9,6.12665081966305,
12565,125,1,145.92,4.989888220951467,
12567,16,7,6107.1,8.717371038175688,
12569,20,6,1306.46,7.175841602736885,
12573,64,1,160.54000000000002,5.08475279001415,
12574,152,1,218.45,5.391124416134243,
12576,55,2,421.65,6.046544413374937,
12577,196,1,195.89,5.282645197153741,
12578,167,1,1608.66,7.383778255552623,
12580,83,1,415.7,6.032366538428407,
12582,75,2,511.36,6.239027502962935,
12583,8,7,3659.87,8.205456103066107,
12584,22,2,622.74,6.435733614873086,
12585,71,2,2040.1,7.621244157199997,
12590,48,1,8951.26,9.099661293359096,
12591,154,1,452.84999999999997,6.117766746972636,
12592,50,1,231.8,5.450179715857283,
12593,55,1,236.0,5.4680601411351315,
12594,20,7,1807.95,7.500501845433437,
12596,79,1,269.95,5.601934302012123,
12597,20,2,1428.81,7.265296847293467,
12598,57,3,1285.74,7.1598671669852765,
12599,1,4,598.14,6.395495293677967,
12600,41,6,1315.96,7.183081329224334,
12601,26,5,577.0600000000001,6.359677669513258,
12604,98,1,178.5,5.190175207928333,
12609,23,2,800.73,6.686771892830254,
12613,34,4,1462.52,7.288599771908054,
12614,114,1,315.6,5.757639147446912,
12615,5,1,634.74,6.454789674725118,
12616,134,1,255.6,5.547518452181536,
12619,71,2,631.66,6.4499331530384465,
12620,41,1,561.66,6.332675538076368,
12621,13,12,8039.17,8.992205506228082,
12622,69,1,180.1,5.199049364889368,
12623,113,1,305.1,5.723911845951367,
12624,14,1,299.94,5.706910909330732,
12625,48,2,2683.82,7.895368965589599,
12626,153,2,1274.1,7.150779885889496,
12633,33,2,1729.55,7.4561945560414085,
12637,76,4,2391.75,7.780198611076016,
12639,75,1,486.1,6.188469440812497,
12643,9,5,1307.22,7.176422713592484,
12645,56,2,798.9,6.684486719854776,
12647,36,7,2302.31,7.7421024977962745,
12649,49,1,375.0,5.929589143389895,
12651,171,1,114.0,4.74493212836325,
12652,168,1,919.98,6.82543832049292,
12653,133,1,779.1,6.659422116594268,
12654,34,3,337.75,5.825262372193911,
12656,40,2,1659.6,7.414934261827931,
12662,24,5,1838.08,7.517020725561349,
12664,69,2,1303.5800000000002,7.173636428875023,
12665,161,1,63.0,4.1588830833596715,
12668,96,3,2924.4700000000003,7.981210430518388,
12669,93,1,1136.3,7.036412311190399,
12670,36,2,1026.3899999999999,6.934776884678421,
12672,166,1,225.89999999999998,5.424509391785796,
12673,163,1,220.9,5.402226829938548,
12674,7,2,976.8,6.8853051501445455,
12676,27,3,828.95,6.721365458012229,
12678,24,4,5607.36,8.632013620662638,
12679,42,2,906.38,6.8105613259907045,
12681,24,13,8754.84,9.077476185291694,
12682,14,13,6062.38,8.710022679350999,
12683,21,10,5086.93,8.534626347063682,
12684,7,4,1379.48,7.230186543760737,
12686,208,1,89.14,4.501364017262502,
12690,42,1,389.01,5.966172379820607,
12691,155,3,406.2,6.009304465236313,
12693,48,3,630.77,6.448525403859796,
12694,20,1,439.5,6.0879104453762345,
12695,47,1,89.25,4.502583597212991,
12697,6,1,390.5,5.969985515430857,
12700,52,1,1092.43,6.997074823435883,
12701,79,1,337.08,5.823282553867746,
12704,6,1,329.56,5.800788185931274,
12705,38,3,3164.1,8.059939929655766,
12707,128,1,603.42,6.404269320519532,
12708,16,6,1627.94,7.395684775511192,
12709,27,8,5153.13,8.547553614021881,
12710,38,1,718.96,6.5791956549112784,
12712,19,9,2894.88,7.971044316183004,
12714,16,3,2275.18,7.7302538782350725,
12717,82,1,609.74,6.414671336692304,
12720,6,11,2618.7,7.870815086382286,
12721,20,4,1698.91,7.438330587466403,
12724,10,2,280.36,5.639634988165727,
12725,208,1,427.8,6.060990609756592,
12726,21,5,1467.32,7.291874169070703,
12727,24,5,2800.4,7.937874571204946,
12728,94,3,617.31,6.426989949812354,
12731,12,7,9589.67,9.168546029879204,
12732,16,1,236.26000000000002,5.469156586232957,
12733,71,1,383.95,5.953113455724059,
12734,189,1,110.39999999999999,4.713127327493184,
12735,152,2,779.5699999999999,6.660024422032584,
12736,169,1,234.0,5.459585514144159,
12738,209,1,155.35,5.05209708390385,
12744,85,2,3921.81,8.274563512714467,
12747,1,7,2467.7,7.811446975279777,
12748,1,100,11155.39,9.319767706902919,
12749,50,1,859.1,6.757048661557434,
12753,85,4,12940.51,9.468195253673445,
12754,72,3,1536.1799999999998,7.337704847937301,
12755,117,1,17.549999999999997,2.920469789053444,
12757,22,2,846.03,6.74173611315114,
12758,113,1,1570.19,7.359588573017829,
12759,8,2,1082.52,6.987970279504716,
12763,206,1,320.08,5.771690313263376,
12764,153,1,1693.88,7.435367220848186,
12766,77,4,4015.71,8.29821843857424,
12769,75,1,1143.6,7.042810509975002,
12770,47,1,1351.45,7.209673041460572,
12775,26,4,1164.68,7.061059886705599,
12778,20,4,492.06,6.200630870491333,
12779,26,7,2999.41,8.006504224978876,
12781,121,1,549.26,6.310390893798908,
12782,90,3,1562.95,7.354969951284764,
12785,201,1,311.95,5.74604343337071,
12787,29,1,158.1,5.069532935343741,
12790,29,1,324.92,5.786651952478496,
12791,210,1,192.60000000000002,5.265794174842477,
12792,93,1,400.53999999999996,5.995307154825432,
12793,171,2,545.48,6.303497710423594,
12797,202,1,254.03,5.541381185297377,
12798,7,1,984.9599999999999,6.893615785828415,
12802,23,1,427.58,6.060477418394936,
12808,21,2,281.35,5.643147436118846,
12809,14,1,489.31,6.1950378441253156,
12811,97,3,514.85,6.245816025546385,
12815,35,1,615.36,6.423831208413652,
12816,13,1,318.65000000000003,5.767226647212736,
12817,118,1,166.04,5.118233304694274,
12818,98,1,1542.08,7.341535698070348,
12820,163,1,170.46,5.14435000325061,
12821,51,1,92.72,4.540311613639595,
12823,91,3,994.5,6.903245123504251,
12826,15,4,818.62,6.708840818214406,
12829,173,2,293.0,5.683579767338681,
12830,8,1,1726.48,7.454418978150783,
12831,99,1,215.05,5.3755098623779425,
12834,119,1,312.38,5.7474165116762626,
12836,56,2,1661.4,7.416017620344963,
12837,10,1,134.1,4.906015244966153,
12838,210,1,390.79,5.970725981958582,
12839,20,5,1700.37,7.439189087848419,
12840,19,3,2150.77,7.674046038246467,
12841,17,13,2160.9900000000002,7.678784372841556,
12842,145,1,310.73,5.742137428532665,
12843,5,6,1398.01,7.2435201226027655,
12845,104,4,354.09,5.8723712784711255,
12849,105,1,704.5,6.558906771292869,
12852,131,1,311.55,5.744764456377822,
12853,76,3,885.0,6.786716950605081,
12854,78,2,810.37,6.698724176955967,
12855,209,1,38.1,3.66612246699132,
12857,47,2,1106.4,7.009770204388867,
12866,120,1,559.12,6.3281510464875765,
12867,2,5,2352.45,7.763637615661196,
12868,22,6,1607.0600000000002,7.3827837624756185,
12871,44,1,132.0,4.890349128221754,
12872,163,2,599.97,6.398545016483998,
12873,119,1,374.0,5.926926025970411,
12876,33,1,726.43,6.589517774484942,
12877,14,8,958.83,6.866756185447444,
12878,73,2,854.99,6.752258693830513,
12881,112,1,103.0,4.6443908991413725,
12886,56,1,775.0,6.654152520183219,
12888,51,2,354.12,5.87245576052578,
12891,22,2,127.0,4.852030263919617,
12897,41,2,216.5,5.382198850528739,
12901,0,15,6169.88,8.727596732337148,
12902,101,1,138.68,4.939354092091292,
12904,9,1,244.69,5.5040705786581645,
12909,38,3,1073.37,6.979489722257756,
12910,34,3,1142.5,7.041849013462836,
12913,119,3,866.39,6.765488702628331,
12915,209,1,199.65,5.301562096712925,
12916,38,3,2312.78,7.746637829767994,
12919,6,1,206.2,5.333684510385328,
12921,21,15,6071.32,8.711496018609088,
12924,35,3,655.27,6.48657228963192,
12928,78,2,780.04,6.660626364917416,
12929,148,1,117.85,4.777862193806203,
12930,8,1,221.56,5.405196728175133,
12931,40,7,3056.7,8.025418278341046,
12933,8,2,357.49,5.881900765647841,
12935,40,2,866.23,6.765304224182961,
12937,34,2,428.23,6.061992905797519,
12939,110,3,7228.32,8.885900258170809,
12942,34,2,396.52000000000004,5.985245247294065,
12944,191,1,286.95,5.6627868539526816,
12945,125,1,462.95,6.139776787799188,
12947,19,5,1379.69,7.230338653192901,
12948,51,3,886.26,6.7881380622435925,
12949,43,3,2250.7,7.719440765465614,
12951,10,5,751.78,6.623773020436845,
12955,5,4,991.38,6.900106098450522,
12956,143,1,108.07,4.691989877940651,
12957,23,4,1715.29,7.447920263438408,
12963,202,1,365.8,5.9048167403823095,
12967,195,2,1660.9,7.415716805133478,
12970,159,2,23.8,3.2108436531709366,
12971,5,45,4915.64,8.500380649356334,
12974,34,1,144.8,4.982235819574558,
12976,48,1,738.6,6.60610949951297,
12980,13,8,6536.1,8.78524892103282,
12982,79,1,390.54,5.970087681348397,
12987,34,1,304.3,5.721294899740832,
12988,129,1,535.32,6.284730997853663,
12989,37,6,2517.94,7.83159345709315,
12990,22,2,263.9,5.579352396278024,
12993,44,2,175.29999999999998,5.172187089403825,
12994,105,1,352.6,5.868166330763488,
12997,73,2,608.47,6.4125897270372665,
12999,33,3,455.88,6.124420774356607,
13000,96,2,458.53000000000003,6.1302042280214595,
13001,21,10,7845.35,8.967803734492376,
13002,155,1,120.94999999999999,4.803611124661929,
13003,51,1,59.050000000000004,4.095177548525992,
13004,5,10,3148.58,8.055024389596666,
13005,10,2,513.7,6.243584206658709,
13008,160,1,229.46999999999997,5.440120702122399,
13011,209,1,50.550000000000004,3.942552210462969,
13012,50,3,707.39,6.5629947894905785,
13013,49,4,2372.29,7.772032457144259,
13014,6,4,1788.78,7.489847986253426,
13015,34,4,1468.04,7.292364405210924,
13018,16,12,3852.9,8.2568409015697,
13021,3,4,1152.47,7.050530069473259,
13026,57,2,243.71999999999997,5.500114699842648,
13027,70,3,1344.0,7.20414929203594,
13029,190,1,382.5,5.949339620807311,
13030,205,1,427.74,6.06085067459299,
13033,194,1,190.55,5.255148871146658,
13034,206,1,165.86,5.117155137473929,
13035,97,1,333.0,5.811140992976701,
13037,56,2,577.32,6.360127348692042,
13038,20,2,591.76,6.384789595321978,
13043,110,1,516.42,6.248854923817375,
13044,128,1,560.47,6.330558344434147,
13046,103,1,197.72,5.291896798745114,
13047,10,7,2234.08,7.712032300590518,
13048,75,2,939.92,6.846858120030831,
13049,155,1,153.78,5.042004753842313,
13050,22,10,3459.13,8.149061439600287,
13052,49,1,348.15000000000003,5.8555016292920445,
13055,50,1,344.86,5.846034068897776,
13059,86,1,183.4,5.2171073111224935,
13060,90,1,307.53,5.731819083350057,
13062,28,1,346.98,5.85214500685857,
13064,164,1,203.3,5.319589501823576,
13065,210,1,205.86,5.3320422359496575,
13068,156,1,165.0,5.111987788356544,
13069,17,16,2909.93,7.976227896737155,
13070,29,1,228.8,5.437209365414655,
13072,103,1,177.15,5.182625892051845,
13077,127,3,577.44,6.360334824746592,
13078,0,12,5243.58,8.564950441361015,
13080,16,1,58.08,4.078892457663179,
13081,54,7,14463.51,9.579453341966092,
13082,13,7,1740.33,7.462404468044365,
13085,132,1,278.1,5.6315701405422764,
13089,7,57,31687.920000000002,10.363722371952758,
13090,12,8,3943.62,8.280107904179133,
13092,48,4,439.75,6.08847782127798,
13093,112,8,7832.47,8.966160858120457,
13094,28,8,1093.0800000000002,6.997669106450936,
13097,10,7,4001.86,8.294764384611303,
13098,6,11,9574.22,9.166933790286196,
13101,71,1,101.19,4.626833825624118,
13102,10,16,4005.6,8.295698280347553,
13104,104,2,213.72,5.369334853783317,
13107,12,2,935.22,6.8418504915944185,
13108,209,1,350.06,5.8609571490281995,
13110,94,3,732.49,6.597813964224936,
13113,12,17,9456.24,9.154535864720353,
13115,21,1,878.55,6.779410413044914,
13117,54,6,751.37,6.623228224223657,
13118,45,3,799.7,6.685486345078588,
13120,75,1,30.599999999999998,3.4531571205928664,
13121,106,1,283.73,5.6515413628105104,
13122,77,1,903.67,6.807570236318296,
13124,89,2,2574.12,7.853651413953747,
13126,90,5,1077.42,6.983252285980133,
13131,24,1,324.9,5.786590585843515,
13132,98,1,77.3,4.360547602996758,
13133,110,2,109.8,4.707726774313183,
13134,20,3,885.74,6.7875518164545365,
13136,49,1,574.46,6.355169720967915,
13137,89,2,863.84,6.76254451872435,
13138,77,2,386.85,5.960618666936881,
13139,52,2,1170.02,7.065630442871165,
13140,203,1,159.51,5.078356245925126,
13141,51,4,1401.03,7.2456764653684544,
13144,169,1,110.95,4.718052343044764,
13148,69,6,1798.33,7.495169652370147,
13149,126,1,376.74,5.9342061282677,
13151,132,1,1257.8700000000001,7.1379697721602025,
13155,163,2,569.2,6.345987176478571,
13157,78,2,497.94,6.212485848041091,
13158,155,1,256.40999999999997,5.550670144446233,
13161,150,1,112.75,4.7340030578310595,
13162,21,3,1305.44,7.175061159681089,
13165,188,1,354.64,5.873918983252938,
13166,120,1,417.2,6.035959786994534,
13168,36,3,972.66,6.881062166725975,
13169,89,1,505.2,6.226931848111024,
13171,136,1,140.35,4.9512390841395995,
13173,204,1,165.94,5.117634466422591,
13174,153,2,2108.27,7.654097195044162,
13178,8,6,3310.93,8.105286380016096,
13183,45,3,1527.0800000000002,7.331767324376879,
13184,21,5,919.97,6.825427462434884,
13185,104,1,71.4,4.282206299391671,
13187,174,1,236.02,5.4681445257603025,
13192,42,1,464.32,6.142725340948566,
13196,99,1,512.13,6.240529224373591,
13198,86,3,2087.75,7.644321079909603,
13199,9,18,4165.56,8.334846034294598,
13203,79,1,165.71,5.11625577595994,
13208,43,3,700.21,6.552807414211789,
13209,64,3,2362.44,7.767873463831093,
13211,198,1,110.7,4.715816706075155,
13213,20,3,551.53,6.314507730560324,
13216,104,1,333.74,5.813354111085492,
13220,22,3,726.49,6.589600253246707,
13221,77,2,847.41,6.743364009514037,
13223,37,2,163.20000000000002,5.101085197018328,
13225,33,4,3741.88,8.227610647545458,
13226,110,1,108.21000000000001,4.693272634209637,
13227,38,1,257.7,5.5556690891919835,
13229,62,1,160.95,5.087287645617338,
13230,38,9,1799.48,7.4958085750016865,
13232,17,4,878.45,6.779296712078334,
13233,173,1,304.24,5.721098352421432,
13235,49,1,1031.07,6.939321773198559,
13238,0,2,318.85,5.767852135896146,
13239,98,1,329.56,5.800788185931274,
13240,10,3,553.61,6.318265164032464,
13242,50,2,104.0,4.653960350157523,
13243,40,1,600.07,6.3987114002985646,
13246,13,5,1860.99,7.52940108725331,
13248,26,1,387.46999999999997,5.9622159467488585,
13249,98,1,291.84000000000003,5.679626384778442,
13253,176,1,476.48,6.168522274226838,
13255,210,1,225.7,5.423627557513483,
13258,42,1,224.62,5.418852168176774,
13261,105,2,944.1,6.8512907420010105,
13262,100,1,200.29,5.3047466543129405,
13263,0,18,3976.2,8.288333333105918,
13265,20,3,1465.66,7.290742985773367,
13266,22,6,1826.43,7.510665887196758,
13267,36,11,2210.14,7.701263498617647,
13268,6,6,2150.25,7.673804347525749,
13269,16,6,2360.67,7.767124274888279,
13270,203,1,590.0,6.3818160174060985,
13280,153,2,699.36,6.551594488558116,
13282,57,1,344.70000000000005,5.845571346927579,
13283,22,1,25.5,3.2771447329921766,
13284,167,1,201.19,5.309207849379209,
13285,63,2,1173.27,7.068401956910239,
13292,121,1,249.57,5.523738322606287,
13294,26,2,873.74,6.773926699344786,
13295,196,1,201.20000000000002,5.309257306586371,
13299,105,1,142.5,4.966335035199676,
13300,6,1,371.89,5.921283469984221,
13301,59,2,327.77,5.795358418143411,
13304,188,1,300.42,5.7085046409915305,
13305,82,4,640.25,6.463419396484979,
13308,40,1,814.95,6.704353078576943,
13309,43,2,546.64,6.305618136765555,
13310,43,2,817.65,6.707656642085501,
13313,52,2,609.74,6.414671336692304,
13316,91,1,1377.68,7.228881798653274,
13317,35,5,1313.98,7.181576735370729,
13319,6,14,5583.4400000000005,8.627739437899526,
13320,50,2,508.61,6.233645727299329,
13324,40,7,3798.99,8.242753714132068,
13327,22,5,1872.3500000000001,7.535483550977204,
13328,153,1,1308.48,7.17738539082617,
13329,203,1,304.2,5.720967299410302,
13330,22,2,728.22,6.591975469745995,
13334,27,2,2731.84,7.9130966404894725,
13339,37,1,860.12,6.758233867538541,
13340,113,1,3678.03,8.210404409461308,
13341,97,1,775.85,6.65524728153801,
13343,14,1,353.43,5.870510865261174,
13344,114,1,1366.15,7.220483560038435,
13345,124,1,389.5,5.967427969279741,
13357,94,1,609.95,6.415015122762531,
13358,105,1,439.03,6.086842906406214,
13362,82,2,1581.53,7.366780111184615,
13365,54,1,700.6,6.553363441057973,
13368,93,2,623.4,6.436791188641277,
13369,202,1,308.28000000000003,5.734247015460021,
13370,208,1,754.87,6.62786940372116,
13373,113,1,987.7,6.896390948903087,
13376,40,2,770.0,6.647688373563329,
13381,44,2,1071.35,6.9776077808809704,
13382,117,1,222.99,5.411601408001375,
13384,15,1,1172.6,7.067831226828772,
13385,166,1,534.57,6.283331600299074,
13389,69,1,257.89,5.556403261059811,
13391,40,1,59.8,4.107589788972121,
13394,51,3,935.33,6.841967978444037,
13395,22,1,307.72,5.7324347172293635,
13396,156,1,387.27000000000004,5.961700973902294,
13397,20,3,980.47,6.889051447788353,
13398,29,1,457.34,6.127611266781323,
13402,209,1,308.28000000000003,5.734247015460021,
13404,49,1,217.81,5.38820377334256,
13405,41,2,557.45,6.325165088986836,
13408,3,31,12910.83,9.465899224375969,
13410,24,3,545.04,6.302692233134777,
13417,42,1,236.0,5.4680601411351315,
13418,1,11,3528.32,8.168860496810016,
13420,7,1,55.8,4.039536325727106,
13421,127,1,825.04,6.716643198498591,
13425,5,2,1174.65,7.069576465113615,
13426,19,5,1558.68,7.3522359509967865,
13427,52,1,214.5,5.372960909543803,
13435,26,1,443.72,6.097444870645214,
13437,6,2,1661.73,7.416216108825764,
13439,92,1,283.71,5.651471118359793,
13448,55,4,1423.26,7.261407659575105,
13450,41,2,678.54,6.521416098672449,
13451,48,3,1652.3799999999999,7.410576956458974,
13453,2,2,356.97999999999996,5.880477118918353,
13455,203,1,692.94,6.542385501437915,
13456,12,2,425.06,6.0545801814220574,
13458,6,8,6560.86,8.7890293783346,
13461,0,1,576.4,6.358535267228834,
13462,89,1,151.5,5.0271645960474665,
13466,21,1,307.9,5.733017599924536,
13468,16,22,3693.84,8.21469253068562,
13473,169,1,241.26,5.4900115295886565,
13474,73,1,229.59,5.440641241760233,
13475,28,4,1431.78,7.2673718919667785,
13476,15,2,988.47,6.8971694462404125,
13477,7,3,765.79,6.642212969876228,
13479,37,2,300.95,5.71026144075391,
13481,29,2,978.99,6.887542367530923,
13482,69,1,184.64,5.223809314372975,
13484,78,1,313.8,5.751937516543248,
13485,70,1,454.24,6.120824752413689,
13487,50,2,408.8,6.0156692358048,
13488,33,6,5530.43,8.61820165059963,
13489,126,2,235.68,5.466709017808493,
13491,84,8,1031.63,6.939864224899757,
13492,51,1,315.3,5.756691130311603,
13493,112,2,618.63,6.429122525704993,
13494,148,1,316.26000000000005,5.759721626980309,
13495,69,3,1072.43,6.978614407926797,
13496,196,1,501.01,6.2186200398120475,
13497,119,2,348.05,5.855215178416411,
13499,62,2,463.79,6.14158569067631,
13501,125,1,1340.32,7.201409482704207,
13502,111,2,189.16,5.247865823051939,
13505,3,3,2583.12,7.857140303452689,
13506,153,2,458.52,6.130182466419805,
13508,80,1,110.97,4.718230978272105,
13509,91,3,650.02,6.478540363702865,
13510,20,1,585.3199999999999,6.373865715617595,
13512,97,1,251.21,5.530262073815315,
13515,84,1,203.4,5.320078858329549,
13516,75,1,146.0,4.990432586778736,
13517,16,1,1101.86,7.005662084633728,
13520,21,4,2091.98,7.646344166738615,
13523,36,3,2039.24,7.620822726977213,
13524,10,2,247.70000000000002,5.516247350809359,
13525,85,1,282.88,5.648551613656782,
13527,38,2,585.64,6.374411343785544,
13529,41,1,181.1,5.2045559867335625,
13531,42,2,483.8,6.1837364347551045,
13533,19,3,270.79,5.605029709281564,
13534,23,17,2953.08,7.990942544647433,
13538,20,3,619.5,6.430525604644662,
13539,77,2,315.65,5.757797062962439,
13544,77,1,122.91,4.819555495628402,
13546,37,1,188.16,5.242593217775675,
13548,80,1,281.01,5.641942531302295,
13549,29,3,512.55,6.241347395611813,
13551,156,1,91.80000000000001,4.530446639792155,
13552,16,7,2279.09,7.7319701948536315,
13555,38,2,1590.05,7.3721494546195885,
13557,117,1,240.68,5.487614537078416,
13561,52,1,141.85999999999999,4.961865129726826,
13562,82,1,603.27,6.404021117918749,
13564,191,2,1198.38,7.089560035591211,
13565,171,1,110.17999999999999,4.711150509525323,
13568,10,1,192.85,5.267084664116938,
13569,204,1,118.32,4.781808959646548,
13570,80,1,239.49,5.482678508639762,
13571,21,4,507.31,6.231091497680546,
13572,42,1,1384.25,7.233635907747459,
13573,90,1,31.770000000000003,3.489513462710723,
13575,13,1,88.55,4.494797128506721,
13576,13,9,3479.4500000000003,8.154916874753486,
13577,78,1,356.75,5.87983441843656,
13579,206,1,164.70000000000002,5.1101789244325175,
13581,146,1,118.0,4.77912349311153,
13584,143,1,142.4,4.96563792816552,
13588,92,1,113.30000000000001,4.738826570800765,
13589,16,1,147.0,4.997212273764115,
13590,36,3,912.03,6.816768738762691,
13591,41,2,776.23,6.655736316861254,
13592,42,3,205.51,5.3303488373787005,
13593,100,3,1022.95,6.931422976282321,
13599,35,7,2005.66,7.604226927370102,
13600,149,1,219.52,5.395988393721483,
13601,48,1,373.2,5.92479041383999,
13606,80,2,250.42,5.527124847486685,
13610,24,3,474.37,6.1640934481810135,
13611,7,2,636.72,6.457899315539165,
13614,1,2,794.98,6.679574059900588,
13615,155,1,417.69,6.037130789291114,
13617,17,1,131.10999999999999,4.883634908890262,
13618,10,1,177.34,5.183691840706733,
13623,47,4,551.92,6.315213325596156,
13626,89,1,257.23,5.5538506606638975,
13627,13,3,1027.0,6.93537044601511,
13629,10,5,3666.0,8.207129168071326,
13630,8,4,1059.54,6.966533491350949,
13631,1,8,2290.7200000000003,7.7370579063231295,
13632,10,3,814.6,6.7039240387003005,
13634,79,2,625.41,6.4400051087892685,
13636,89,3,541.45,6.2960959152684595,
13637,24,2,684.85,6.530658944924416,
13642,52,1,354.8,5.874368775231734,
13643,22,1,87.9,4.487512142519859,
13647,12,2,803.86,6.690668349250458,
13649,93,2,346.6,5.851052393391237,
13650,44,2,745.52,6.615422408314929,
13652,93,2,638.24,6.4602799707169085,
13654,38,3,1172.84,7.068035704899211,
13655,78,1,383.65,5.952333829904943,
13656,1,2,379.65,5.941880317752221,
13657,38,1,152.34,5.032657678130748,
13658,41,1,933.3,6.83979758579891,
13659,42,2,1573.2,7.36150248570835,
13662,49,2,532.94,6.2802834730968256,
13663,16,1,189.47,5.249494701850468,
13666,124,2,64.05,4.1751562049585145,
13668,3,13,4245.7,8.353897489720802,
13672,138,2,186.39000000000001,5.233192006587575,
13675,121,1,308.44,5.734764212264929,
13680,174,2,2391.59,7.780131740174446,
13682,24,1,59.5,4.102643365036796,
13684,122,1,67.23,4.222884350827332,
13686,19,1,72.0,4.290459441148391,
13692,50,2,871.58,6.771454340417674,
13694,13,27,30784.5,10.334799078889557,
13695,7,6,749.54,6.620792947454705,
