CustomerID,CLV,churn_probability,CLV_Segment,Churn_Risk,Combined_Segment,Recommendations,Priority_Score
17949,2999.97687085125,1.9479617918705117e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9453524004085803
16333,2430.224849238124,1.9860446620612038e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9448416751787538
12428,793.7443930376685,5.871092501052999e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.944160708205652
12557,1451.2481666416847,2.250650776858265e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9438202247191012
16353,750.5287475436115,6.428366727817547e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9422880490296222
17504,1139.4833436094573,2.4791813046931566e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9412665985699693
13001,2872.502113732576,1.897428880681673e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9410963568266939
16019,865.2057088550961,4.07796685308881e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9409261150834185
16729,2062.5723827368797,1.924440606870803e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9378617637044604
12766,1045.6195219263163,2.560796019679401e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9378617637044604
15249,1210.767780399396,2.2270962851678178e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9378617637044604
18172,957.0547126277798,2.879281257861521e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9364998297582567
17230,742.3761504326507,4.514226770169216e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9354783792986041
12433,682.115333025727,7.482037212014347e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.935478379298604
16265,780.0840811808463,3.9448400102060077e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9353081375553285
15039,4945.113860717484,1.6881918085687175e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.933605720122574
17937,752.7455338419487,3.750850741113254e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9317330609465442
17419,659.2859878235078,6.652483008906529e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9312223357167178
12668,941.6632184577304,2.5937385572660787e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9312223357167178
13680,655.5854382546,6.74728717342532e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9310520939734424
17511,12478.016151975287,1.6141821213011553e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9305413687436159
17675,2655.539363359314,1.6399881452855425e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9261150834184542
17381,3575.6820164725586,1.597280085974262e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9250936329588015
13018,1739.1579419447403,1.7007528718693266e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9249233912155261
15078,1329.710458234343,1.8395618361921606e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9242424242424243
15570,767.0912088138186,2.783695496333394e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9230507320394961
15465,1693.060022949869,1.6952328429908903e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9229656111678584
18008,911.261285104122,2.3082802336205077e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9225400068096697
13534,1028.5031021776683,1.998483600829104e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9208375893769152
15502,717.0493205556469,3.105180557128051e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9206673476336398
13871,953.3894603250421,2.15419904137093e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9204971058903644
12476,926.2281947548845,2.199731508056857e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.919986380660538
17068,928.8690797615254,2.189708414590541e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9198161389172625
16745,1863.9666631786454,1.6336221264623418e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9198161389172625
12709,1642.1610147295435,1.660227511024459e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9189649302008853
13113,3132.909428913778,1.5444001633113658e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9189649302008853
12971,1700.4693604424633,1.6254042556340664e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.918113721484508
12921,1965.5245849520827,1.5916512552394124e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9164113040517534
16771,613.0782955933178,4.0479330998266505e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.916241062308478
15290,730.3547716861564,2.6515989404174434e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9153898535921008
12431,1009.2890438193709,1.9257195837951713e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.914708886618999
14961,779.5108898519763,2.2624346840416365e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9136874361593463
18055,1064.2128523201752,1.8126988798883303e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9124957439564181
13230,679.4581339393476,2.807603038945672e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9123255022131427
12754,754.6338475485503,2.2805402011272236e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9123255022131427
13802,997.2568287361681,1.8953483227335255e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9121552604698673
15034,740.893062559906,2.349018757286103e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9119850187265918
12524,1060.0812502827375,1.7978329935885995e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9118147769833163
13050,1149.7096171749822,1.69301239694164e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.910963568266939
14258,1589.1447513533492,1.569311347537905e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9102826012938372
13266,1039.1929311534388,1.7424017784151147e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9085801838610827
15529,651.8302676525468,2.6722779544741115e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9068777664283283
18041,859.5756883447087,1.9502466308551902e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9065372829417773
15696,573.8723490412916,3.808524606796482e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9056860742254
14060,1100.9963845803,1.66339386709069e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9056860742254
13488,1471.1364008189037,1.5355894333879405e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9039836567926456
14952,1053.1360845072363,1.6662893287389124e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9034729315628192
16746,991.7167093282811,1.712892050420578e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9034729315628192
17338,1074.217782069463,1.6482615272650492e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9033026898195438
15708,667.1015761501011,2.3156410122737725e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9029622063329928
14978,590.1641520630947,2.90543811232169e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9021109976166155
18102,26760.964393639086,1.3650858221581075e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9019407558733401
12477,1071.2612278830575,1.6242185374437668e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9016002723867893
12931,1092.1569350855289,1.6005552438969062e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9007490636704121
16705,1955.144996309722,1.4399703651690743e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.9000680966973102
15615,1522.1690215773858,1.4709278239877221e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8998978549540347
13069,957.8423359059616,1.6952328429908903e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.899812734082397
16871,927.1116606115673,1.7336776458876102e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8997276132107592
16652,893.2834025437744,1.7782753047868027e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8990466462376574
16692,647.8847398090321,2.302897872397125e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.898876404494382
14502,512.6750382851901,4.879934234480743e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8987061627511066
14299,483.35050587022914,1.8820311975531467e-09,Active,Low,Active_Low,"['Re-engagement campaigns', 'Personalized offers', 'Product discovery recommendations', 'Loyalty program enrollment']",0.8987061627511066
16638,490.14924059452574,8.509646320931097e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8985359210078312
15005,1115.582992079567,1.5582513057665892e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8976847122914539
15144,676.3252639813087,2.1478974154831576e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8971739870616275
15939,1735.2382862149955,1.4266987591327052e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8971739870616275
13952,938.2774003547078,1.6862222729230325e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8971739870616275
13911,716.9475881098065,2.0122015165213725e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8968335035750766
15521,711.0050281238823,2.0381896170817981e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8968335035750765
12744,949.1446773986693,1.6787460310752067e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8966632618318011
15856,2139.515060768249,1.39561473488925e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8963227783452503
13198,672.7869453093208,2.1279977779897763e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8961525366019749
15640,2193.139842076992,1.3932077713718627e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8961525366019748
14189,715.1887339686293,1.9646262394701353e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8949608443990467
13267,732.674155998967,1.9238077797467668e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8930881852230167
18231,985.4155004466448,1.5961254540286518e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8930881852230167
15815,702.4069686288999,1.9588375366197397e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8925774599931904
17364,756.1136350589054,1.8138024415748077e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8925774599931904
18116,483.3627612021966,5.926590329607961e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.892066734763364
12682,1975.7942683378512,1.3715961699745094e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8917262512768132
15671,511.61549326435727,3.9245517946540076e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8915560095335375
13148,600.891218266315,2.216711258995474e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8907048008171603
14711,831.6777417403886,1.6815904224642964e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8903643173306095
14800,1036.5387217996006,1.515803038643071e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8884916581545795
12370,514.1761372713434,3.263513903561943e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8881511746680286
16814,1489.4882516734756,1.3884182692436298e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8878106911814777
12540,2003.3381960305028,1.347286726627317e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8874702076949268
13869,535.4200362020754,2.695397238738906e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.886789240721825
17975,925.708149411734,1.5733681024698853e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8857677902621723
15061,7534.334326023568,1.2770096091685446e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8852570650323459
14239,596.5071109523814,2.1215829093534921e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8850868232890705
17243,1109.069730193619,1.443267727552211e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8847463398025195
14505,826.1334115532505,1.6077317255280832e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8845760980592441
17685,448.9930078005577,6.789846462851301e-10,Active,Low,Active_Low,"['Re-engagement campaigns', 'Personalized offers', 'Product discovery recommendations', 'Loyalty program enrollment']",0.8838951310861423
16401,580.7205518274544,2.155688960669977e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8838951310861423
14680,4607.35620202973,1.272595362422635e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8835546475995915
18144,570.8817743499199,2.2367085961150224e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8835546475995915
15674,571.1067873798582,2.204805227279394e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8827034388832142
16013,4037.2520128714623,1.2707346286333632e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8827034388832142
16818,797.6647799325386,1.5984569223803646e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8821927136533878
17450,10946.820007389395,1.2544831839989001e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.881852230166837
16656,1149.6952558158814,1.4052159436062084e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8811712631937352
14227,940.4529781066409,1.504325553014496e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8808307797071842
16678,617.6923584232335,1.9209966950484159e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8801498127340823
14367,1727.4838490141337,1.3210410543251783e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8801498127340823
12457,452.6826612184726,4.805698061716157e-10,Active,Low,Active_Low,"['Re-engagement campaigns', 'Personalized offers', 'Product discovery recommendations', 'Loyalty program enrollment']",0.8799795709908069
17690,814.8476315719,1.5697243505030656e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8799795709908069
12841,719.20812646884,1.6840417949026687e-10,Loyal,Low,Loyal_Low,"['Loyalty program rewards', 'Personalized product recommendations', 'Birthday/anniversary specials', 'Exclusive member discounts']",0.8794688457609806
